Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
369100.0,3,2.0,1925,0.22,"['outdoor living spaces', 'designer windows', 'custom lighting', 'high-end appliances', 'gourmet kitchen', 'professional landscaping', 'spa-like bathrooms', 'smart home features', 'walk-in closets', 'hardwood floors']","Welcome home to elegance! This inviting 3-bedroom sanctuary redefines residential living. Proudly positioned in a suburban retreat, the 1925 square foot home is a masterclass in design. 2 spa-like bathrooms complement the expansive 0.2-acre grounds. Be impressed by premium features including walk-in closets, gourmet kitchen, high-end appliances. An unparalleled opportunity at $369,100.0."
273500.0,2,1.0,1294,0.26,"['ceiling fans', 'updated kitchen', 'modern lighting', 'functional storage', 'nice appliances', 'energy-efficient windows', 'hardwood floors', 'basic landscaping']","Discover a charming 2-bedroom home that truly stands out in this prime location. Spanning 1294 square feet on a 0.3-acre lot, this property offers 1 bathrooms and unparalleled charm. Standout features include ceiling fans, basic landscaping, updated kitchen, modern lighting. Priced at $273,500.0, this home represents an extraordinary opportunity for discerning buyers."
271800.0,2,1.0,1194,0.14,"['hardwood floors', 'basic landscaping', 'ceiling fans', 'modern lighting', 'functional storage', 'updated kitchen', 'nice appliances']","A home that truly has it all! This delightful 2-bedroom property is a game-changer. Situated in a riverside setting, the 1194 square foot layout maximizes every square inch. 1 beautifully designed bathrooms grace this 0.1-acre retreat. Fall in love with exceptional features such as functional storage, hardwood floors, modern lighting, basic landscaping. An incredible value at $271,800.0."
460200.0,5,2.5,2327,0.86,"['energy-efficient systems', 'professional landscaping', 'outdoor living spaces', 'smart home features', 'hardwood floors', 'gourmet kitchen', 'walk-in closets', 'designer windows', 'spa-like bathrooms', 'custom lighting']","Architectural brilliance meets everyday comfort in this charming 5-bedroom masterpiece. Commanding a prime spot in a peaceful neighborhood, the 2327 square foot residence speaks volumes. 2.5 designer bathrooms and a 0.9-acre lot create the ultimate living environment. Be captivated by unique elements such as professional landscaping, energy-efficient systems, hardwood floors, walk-in closets, gourmet kitchen. Exclusively available at $460,200.0."
412600.0,4,2.5,2017,0.55,"['walk-in closets', 'high-end appliances', 'professional landscaping', 'designer windows', 'spa-like bathrooms', 'gourmet kitchen', 'energy-efficient systems']","Prepare for love at first sight with this sophisticated 4-bedroom retreat. Tucked away in a scenic enclave, the 2017 square foot home is a sanctuary of modern design. 2.5 thoughtfully designed bathrooms complement the expansive 0.6-acre property. Discover exceptional living through features like professional landscaping, energy-efficient systems, spa-like bathrooms, high-end appliances. An unbeatable value at $412,600.0."
410600.0,4,2.0,1767,0.6,"['gourmet kitchen', 'spa-like bathrooms', 'designer windows', 'hardwood floors', 'walk-in closets', 'professional landscaping', 'energy-efficient systems', 'outdoor living spaces', 'smart home features', 'high-end appliances', 'custom lighting']","Introducing a home that checks every box! This charming 4-bedroom property is a true showstopper. Perfectly situated in a prime location, the 1767 square foot home is a work of art. 2 stunning bathrooms grace this 0.6-acre estate. Fall in love with unique features like walk-in closets, smart home features, designer windows. Remarkably accessible at $410,600.0."
499900.0,4,2.5,2004,0.63,"['gourmet kitchen', 'high-end appliances', 'energy-efficient systems', 'hardwood floors', 'custom lighting', 'professional landscaping', 'spa-like bathrooms', 'designer windows', 'outdoor living spaces']","Prepare to be impressed by this classic home that seamlessly blends comfort and style. Boasting 4 bedrooms, 2.5 bathrooms, and 2004 square feet of thoughtfully designed space, this mountain view locale property sits on a 0.6-acre lot that promises privacy and potential. Unique features such as spa-like bathrooms, custom lighting, professional landscaping set this home apart. Offered at $499,900.0, this is an investment in your future."
299100.0,2,1.5,937,0.21,"['functional storage', 'nice appliances', 'hardwood floors', 'modern lighting', 'ceiling fans', 'basic landscaping', 'energy-efficient windows']","Experience luxury reimagined in this pristine 2-bedroom marvel. Situated in a riverside setting, the 937 square foot floor plan maximizes both style and function. Featuring 1.5 bathrooms and a sprawling 0.2-acre setting, every detail has been meticulously crafted. Standout characteristics include functional storage, modern lighting, ceiling fans. Your lifestyle upgrade awaits at $299,100.0."
389600.0,2,1.5,1280,0.25,"['spa-like bathrooms', 'walk-in closets', 'hardwood floors', 'gourmet kitchen', 'high-end appliances', 'custom lighting', 'energy-efficient systems', 'professional landscaping', 'smart home features']","Luxury meets functionality in this luxurious 2-bedroom treasure. Nestled in a quiet cul-de-sac, the 1280 square foot home is a masterpiece of modern design. 1.5 impeccable bathrooms adorn this 0.2-acre paradise. Discover living at its finest with features like gourmet kitchen, smart home features, hardwood floors, spa-like bathrooms, walk-in closets. Priced to impress at $389,600.0."
261900.0,3,2.0,1138,0.11,"['basic landscaping', 'functional storage', 'nice appliances', 'modern lighting', 'energy-efficient windows']","Discover a serene 3-bedroom home that truly stands out in this riverside setting. Spanning 1138 square feet on a 0.1-acre lot, this property offers 2 bathrooms and unparalleled charm. Standout features include energy-efficient windows, basic landscaping, modern lighting. Priced at $261,900.0, this home represents an extraordinary opportunity for discerning buyers."
337600.0,2,1.5,1417,0.11,"['basic landscaping', 'ceiling fans', 'functional storage', 'nice appliances', 'modern lighting', 'updated kitchen', 'hardwood floors']","A true gem has arrived! This exceptional 2-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a golf course adjacent, the property spans 1417 square feet of pure inspiration. 1.5 bathrooms provide both luxury and practicality on a 0.1-acre canvas. Distinguished by updated kitchen, modern lighting, basic landscaping, ceiling fans, this home transcends ordinary expectations. Incredibly priced at $337,600.0, opportunity knocks."
281500.0,2,1.5,1162,0.1,"['functional storage', 'updated kitchen', 'modern lighting', 'hardwood floors', 'nice appliances', 'ceiling fans', 'basic landscaping']","Prepare to be amazed by this stunning 2-bedroom masterpiece. Anchored in a sought-after community, the 1162 square foot home is a testament to sophisticated living. 1.5 luxurious bathrooms complement the expansive 0.1-acre property. Experience the extraordinary with features like ceiling fans, functional storage, updated kitchen. Sensationally priced at $281,500.0."
308300.0,4,2.0,1616,0.21,"['modern lighting', 'nice appliances', 'basic landscaping', 'hardwood floors', 'ceiling fans', 'functional storage', 'updated kitchen']","Your dream lifestyle starts here! This inviting 4-bedroom home is nothing short of spectacular. Perfectly positioned in a waterfront community, the 1616 square foot residence is a true standout. 2 designer bathrooms and a 0.2-acre lot create an unparalleled living experience. Be captivated by remarkable features including basic landscaping, functional storage, modern lighting. An exceptional opportunity at $308,300.0."
376300.0,4,2.5,1758,0.25,"['walk-in closets', 'hardwood floors', 'designer windows', 'smart home features', 'gourmet kitchen', 'high-end appliances', 'energy-efficient systems', 'professional landscaping', 'custom lighting', 'outdoor living spaces']","Your dream lifestyle starts here! This remarkable 4-bedroom home is nothing short of spectacular. Perfectly positioned in a golf course adjacent, the 1758 square foot residence is a true standout. 2.5 designer bathrooms and a 0.2-acre lot create an unparalleled living experience. Be captivated by remarkable features including designer windows, outdoor living spaces, hardwood floors, smart home features, walk-in closets. An exceptional opportunity at $376,300.0."
213800.0,3,1.5,1185,0.12,"['hardwood floors', 'modern lighting', 'updated kitchen', 'basic landscaping', 'energy-efficient windows', 'functional storage', 'nice appliances']","Introducing a home that checks every box! This inviting 3-bedroom property is a true showstopper. Perfectly situated in a historic district, the 1185 square foot home is a work of art. 1.5 stunning bathrooms grace this 0.1-acre estate. Fall in love with unique features like modern lighting, functional storage, energy-efficient windows, basic landscaping, updated kitchen. Remarkably accessible at $213,800.0."
684800.0,5,2.5,2743,0.83,"['professional landscaping', 'high-end appliances', 'spa-like bathrooms', 'hardwood floors', 'outdoor living spaces', 'custom lighting', 'walk-in closets', 'gourmet kitchen', 'smart home features', 'energy-efficient systems']","Your search for perfection ends here! This sophisticated 5-bedroom home is simply incomparable. Located in a scenic enclave, the 2743 square foot residence is a breath of fresh air. 2.5 elegantly appointed bathrooms complement the 0.8-acre grounds. Experience living at its finest with extraordinary features including hardwood floors, gourmet kitchen, custom lighting, professional landscaping, smart home features. An investment in your future at $684,800.0."
198300.0,2,1.0,806,0.1,"['simple appliances', 'vinyl siding', 'basic lighting', 'standard windows', 'modest kitchen', 'basic tile floors']","Your search for perfection ends here! This sophisticated 2-bedroom home is simply incomparable. Located in a peaceful neighborhood, the 806 square foot residence is a breath of fresh air. 1 elegantly appointed bathrooms complement the 0.1-acre grounds. Experience living at its finest with extraordinary features including standard windows, basic lighting, basic tile floors. An investment in your future at $198,300.0."
182500.0,2,1.0,602,0.13,"['vinyl siding', 'basic tile floors', 'standard windows', 'simple appliances']","A rare find has arrived! This pristine 2-bedroom residence redefines home living. Commanding a prime location in a peaceful neighborhood, the 602 square foot layout is pure inspiration. 1 carefully designed bathrooms and a 0.1-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as vinyl siding, basic tile floors, standard windows. An unbelievable value at $182,500.0."
471300.0,3,2.0,1624,0.28,"['outdoor living spaces', 'smart home features', 'gourmet kitchen', 'designer windows', 'walk-in closets', 'spa-like bathrooms', 'custom lighting']","Prepare to be impressed by this inviting home that seamlessly blends comfort and style. Boasting 3 bedrooms, 2 bathrooms, and 1624 square feet of thoughtfully designed space, this urban oasis property sits on a 0.3-acre lot that promises privacy and potential. Unique features such as designer windows, smart home features, walk-in closets set this home apart. Offered at $471,300.0, this is an investment in your future."
407000.0,3,1.5,1556,0.42,"['outdoor living spaces', 'professional landscaping', 'designer windows', 'high-end appliances', 'hardwood floors', 'custom lighting', 'walk-in closets']","Welcome home to elegance! This picturesque 3-bedroom sanctuary redefines residential living. Proudly positioned in a peaceful neighborhood, the 1556 square foot home is a masterclass in design. 1.5 spa-like bathrooms complement the expansive 0.4-acre grounds. Be impressed by premium features including professional landscaping, outdoor living spaces, walk-in closets, high-end appliances, designer windows. An unparalleled opportunity at $407,000.0."
380700.0,3,2.0,1237,0.24,"['spa-like bathrooms', 'gourmet kitchen', 'professional landscaping', 'designer windows', 'walk-in closets', 'hardwood floors', 'outdoor living spaces', 'custom lighting', 'high-end appliances', 'smart home features']","Your search for perfection ends here! This modern 3-bedroom home is a cut above the rest. Nestled in a desirable subdivision, the 1237 square foot layout defines modern living. With 2 impeccable bathrooms spread across a 0.2-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like custom lighting, smart home features, outdoor living spaces, designer windows, high-end appliances. Priced to sell at $380,700.0."
381300.0,4,2.0,1779,0.25,"['designer windows', 'energy-efficient systems', 'custom lighting', 'walk-in closets', 'professional landscaping', 'high-end appliances', 'outdoor living spaces', 'smart home features', 'spa-like bathrooms', 'hardwood floors', 'gourmet kitchen']","Discover a remarkable 4-bedroom home that truly stands out in this historic district. Spanning 1779 square feet on a 0.2-acre lot, this property offers 2 bathrooms and unparalleled charm. Standout features include walk-in closets, professional landscaping, high-end appliances, designer windows, custom lighting. Priced at $381,300.0, this home represents an extraordinary opportunity for discerning buyers."
295100.0,3,1.5,1506,0.14,"['ceiling fans', 'hardwood floors', 'energy-efficient windows', 'functional storage', 'modern lighting', 'basic landscaping', 'updated kitchen', 'nice appliances']","Discover your personal oasis in this luxurious 3-bedroom haven. Strategically located in a suburban retreat, the 1506 square foot home is a breath of fresh air. 1.5 meticulously crafted bathrooms and a 0.1-acre lot offer the ultimate in privacy and comfort. Distinctive touches like energy-efficient windows, basic landscaping, ceiling fans, nice appliances, hardwood floors set this property apart. Remarkably priced at $295,100.0."
207100.0,3,2.0,1443,0.1,"['functional storage', 'nice appliances', 'ceiling fans', 'modern lighting', 'hardwood floors', 'updated kitchen']","A true gem has arrived! This delightful 3-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a prime location, the property spans 1443 square feet of pure inspiration. 2 bathrooms provide both luxury and practicality on a 0.1-acre canvas. Distinguished by ceiling fans, functional storage, hardwood floors, nice appliances, updated kitchen, this home transcends ordinary expectations. Incredibly priced at $207,100.0, opportunity knocks."
305700.0,3,2.0,1535,0.1,"['functional storage', 'hardwood floors', 'basic landscaping', 'modern lighting', 'energy-efficient windows', 'updated kitchen', 'nice appliances']","Discover a beautiful 3-bedroom home that truly stands out in this sought-after community. Spanning 1535 square feet on a 0.1-acre lot, this property offers 2 bathrooms and unparalleled charm. Standout features include basic landscaping, nice appliances, hardwood floors, functional storage, energy-efficient windows. Priced at $305,700.0, this home represents an extraordinary opportunity for discerning buyers."
226200.0,3,1.5,1498,0.08,"['ceiling fans', 'nice appliances', 'modern lighting', 'functional storage', 'updated kitchen', 'basic landscaping', 'hardwood floors']","Your search ends here! This impressive 3-bedroom masterpiece is a testament to refined living. Nestled in a historic district, the 1498 square foot home boasts 1.5 perfectly appointed bathrooms. The 0.1-acre property offers both elegance and functionality. Elevate your lifestyle with features like hardwood floors, updated kitchen, ceiling fans, modern lighting. Competitively priced at $226,200.0, this home won't last long."
438000.0,4,2.5,1644,0.68,"['designer windows', 'energy-efficient systems', 'smart home features', 'professional landscaping', 'outdoor living spaces', 'walk-in closets', 'custom lighting', 'high-end appliances', 'gourmet kitchen', 'hardwood floors']","Prepare for love at first sight with this impressive 4-bedroom retreat. Tucked away in a riverside setting, the 1644 square foot home is a sanctuary of modern design. 2.5 thoughtfully designed bathrooms complement the expansive 0.7-acre property. Discover exceptional living through features like high-end appliances, outdoor living spaces, hardwood floors, walk-in closets, custom lighting. An unbeatable value at $438,000.0."
279600.0,3,2.0,1132,0.23,"['energy-efficient windows', 'modern lighting', 'ceiling fans', 'functional storage', 'nice appliances', 'hardwood floors', 'updated kitchen', 'basic landscaping']","Prepare for love at first sight with this elegant 3-bedroom retreat. Tucked away in a suburban retreat, the 1132 square foot home is a sanctuary of modern design. 2 thoughtfully designed bathrooms complement the expansive 0.2-acre property. Discover exceptional living through features like ceiling fans, updated kitchen, nice appliances. An unbeatable value at $279,600.0."
213200.0,2,1.5,1077,0.13,"['hardwood floors', 'basic landscaping', 'ceiling fans', 'updated kitchen', 'functional storage', 'modern lighting', 'nice appliances', 'energy-efficient windows']","Your search for perfection ends here! This pristine 2-bedroom home is a cut above the rest. Nestled in a up-and-coming area, the 1077 square foot layout defines modern living. With 1.5 impeccable bathrooms spread across a 0.1-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like updated kitchen, hardwood floors, modern lighting, energy-efficient windows, ceiling fans. Priced to sell at $213,200.0."
260800.0,3,2.0,1139,0.17,"['ceiling fans', 'updated kitchen', 'nice appliances', 'functional storage', 'modern lighting', 'hardwood floors']","Discover a incredible 3-bedroom home that truly stands out in this peaceful neighborhood. Spanning 1139 square feet on a 0.2-acre lot, this property offers 2 bathrooms and unparalleled charm. Standout features include functional storage, nice appliances, updated kitchen. Priced at $260,800.0, this home represents an extraordinary opportunity for discerning buyers."
349800.0,3,2.0,1483,0.17,"['basic landscaping', 'hardwood floors', 'nice appliances', 'functional storage', 'updated kitchen', 'ceiling fans', 'modern lighting']","Discover a picturesque 3-bedroom home that truly stands out in this quiet cul-de-sac. Spanning 1483 square feet on a 0.2-acre lot, this property offers 2 bathrooms and unparalleled charm. Standout features include nice appliances, modern lighting, updated kitchen, ceiling fans, functional storage. Priced at $349,800.0, this home represents an extraordinary opportunity for discerning buyers."
236700.0,2,1.0,1234,0.07,"['nice appliances', 'basic landscaping', 'updated kitchen', 'energy-efficient windows', 'functional storage', 'modern lighting', 'hardwood floors', 'ceiling fans']","Prepare to be impressed by this delightful home that seamlessly blends comfort and style. Boasting 2 bedrooms, 1 bathrooms, and 1234 square feet of thoughtfully designed space, this prime location property sits on a 0.1-acre lot that promises privacy and potential. Unique features such as energy-efficient windows, modern lighting, basic landscaping, updated kitchen, functional storage set this home apart. Offered at $236,700.0, this is an investment in your future."
213400.0,3,1.5,1232,0.13,"['hardwood floors', 'energy-efficient windows', 'modern lighting', 'basic landscaping', 'ceiling fans', 'nice appliances']","Architectural brilliance meets everyday comfort in this sophisticated 3-bedroom masterpiece. Commanding a prime spot in a suburban retreat, the 1232 square foot residence speaks volumes. 1.5 designer bathrooms and a 0.1-acre lot create the ultimate living environment. Be captivated by unique elements such as energy-efficient windows, modern lighting, basic landscaping, ceiling fans, hardwood floors. Exclusively available at $213,400.0."
326900.0,4,2.5,1600,0.21,"['hardwood floors', 'modern lighting', 'functional storage', 'updated kitchen', 'energy-efficient windows', 'basic landscaping', 'ceiling fans', 'nice appliances']","Your search ends here! This delightful 4-bedroom masterpiece is a testament to refined living. Nestled in a riverside setting, the 1600 square foot home boasts 2.5 perfectly appointed bathrooms. The 0.2-acre property offers both elegance and functionality. Elevate your lifestyle with features like updated kitchen, energy-efficient windows, nice appliances, hardwood floors, basic landscaping. Competitively priced at $326,900.0, this home won't last long."
327100.0,4,2.5,1731,0.22,"['hardwood floors', 'updated kitchen', 'basic landscaping', 'ceiling fans', 'functional storage']","A rare find has arrived! This modern 4-bedroom residence redefines home living. Commanding a prime location in a tree-lined street, the 1731 square foot layout is pure inspiration. 2.5 carefully designed bathrooms and a 0.2-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as ceiling fans, functional storage, basic landscaping, hardwood floors, updated kitchen. An unbelievable value at $327,100.0."
242100.0,2,1.5,1438,0.07,"['modern lighting', 'updated kitchen', 'ceiling fans', 'energy-efficient windows', 'nice appliances', 'functional storage', 'hardwood floors']","Perfection personified describes this incredible 2-bedroom sanctuary. Located in a prime location, this 1438 square foot residence delivers on every level. With 1.5 well-designed bathrooms and a generous 0.1-acre lot, comfort meets sophistication. Indulge in exceptional amenities including functional storage, updated kitchen, hardwood floors. Your dream home awaits at just $242,100.0."
245600.0,2,1.5,1389,0.05,"['basic landscaping', 'nice appliances', 'updated kitchen', 'hardwood floors', 'ceiling fans', 'functional storage', 'modern lighting']","A home that truly has it all! This impressive 2-bedroom property is a game-changer. Situated in a mountain view locale, the 1389 square foot layout maximizes every square inch. 1.5 beautifully designed bathrooms grace this 0.1-acre retreat. Fall in love with exceptional features such as ceiling fans, basic landscaping, functional storage. An incredible value at $245,600.0."
325400.0,3,2.0,1154,0.28,"['modern lighting', 'updated kitchen', 'energy-efficient windows', 'ceiling fans', 'basic landscaping', 'nice appliances', 'functional storage', 'hardwood floors']","Welcome to your dream home! This picturesque 3-bedroom residence redefines modern living. With 2 meticulously designed bathrooms and 1154 square feet of living space, every inch has been carefully considered. The 0.3-acre lot provides ample room for your lifestyle. Highlights include ceiling fans, modern lighting, nice appliances, basic landscaping. At $325,400.0, this home is a rare find you won't want to miss."
166200.0,2,1.5,600,0.08,"['vinyl siding', 'simple appliances', 'standard windows']","Your search for perfection ends here! This beautiful 2-bedroom home is a cut above the rest. Nestled in a golf course adjacent, the 600 square foot layout defines modern living. With 1.5 impeccable bathrooms spread across a 0.1-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like simple appliances, vinyl siding, standard windows. Priced to sell at $166,200.0."
168900.0,2,1.0,893,0.06,"['modest kitchen', 'basic lighting', 'vinyl siding']","Your search ends here! This incredible 2-bedroom masterpiece is a testament to refined living. Nestled in a riverside setting, the 893 square foot home boasts 1 perfectly appointed bathrooms. The 0.1-acre property offers both elegance and functionality. Elevate your lifestyle with features like basic lighting, modest kitchen, vinyl siding. Competitively priced at $168,900.0, this home won't last long."
222500.0,2,1.0,926,0.13,"['updated kitchen', 'functional storage', 'energy-efficient windows', 'modern lighting', 'basic landscaping', 'ceiling fans', 'nice appliances']","Perfection personified describes this modern 2-bedroom sanctuary. Located in a peaceful neighborhood, this 926 square foot residence delivers on every level. With 1 well-designed bathrooms and a generous 0.1-acre lot, comfort meets sophistication. Indulge in exceptional amenities including basic landscaping, updated kitchen, ceiling fans, energy-efficient windows, nice appliances. Your dream home awaits at just $222,500.0."
272300.0,3,2.0,1155,0.13,"['modern lighting', 'updated kitchen', 'nice appliances', 'ceiling fans', 'hardwood floors']","Your dream lifestyle starts here! This modern 3-bedroom home is nothing short of spectacular. Perfectly positioned in a sought-after community, the 1155 square foot residence is a true standout. 2 designer bathrooms and a 0.1-acre lot create an unparalleled living experience. Be captivated by remarkable features including updated kitchen, ceiling fans, modern lighting. An exceptional opportunity at $272,300.0."
335800.0,3,2.0,1248,0.28,"['basic landscaping', 'energy-efficient windows', 'modern lighting', 'ceiling fans', 'updated kitchen', 'functional storage', 'nice appliances', 'hardwood floors']","Welcome home to elegance! This exceptional 3-bedroom sanctuary redefines residential living. Proudly positioned in a suburban retreat, the 1248 square foot home is a masterclass in design. 2 spa-like bathrooms complement the expansive 0.3-acre grounds. Be impressed by premium features including updated kitchen, energy-efficient windows, basic landscaping, modern lighting, functional storage. An unparalleled opportunity at $335,800.0."
535100.0,4,2.5,1500,0.62,"['professional landscaping', 'energy-efficient systems', 'gourmet kitchen', 'spa-like bathrooms', 'high-end appliances', 'smart home features', 'designer windows', 'walk-in closets', 'outdoor living spaces', 'hardwood floors', 'custom lighting']","A rare find has arrived! This classic 4-bedroom residence redefines home living. Commanding a prime location in a quiet cul-de-sac, the 1500 square foot layout is pure inspiration. 2.5 carefully designed bathrooms and a 0.6-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as custom lighting, professional landscaping, outdoor living spaces, gourmet kitchen. An unbelievable value at $535,100.0."
417900.0,3,1.5,1762,0.64,"['designer windows', 'walk-in closets', 'hardwood floors', 'professional landscaping', 'smart home features', 'high-end appliances', 'outdoor living spaces', 'spa-like bathrooms', 'gourmet kitchen', 'energy-efficient systems']","Your dream lifestyle starts here! This picturesque 3-bedroom home is nothing short of spectacular. Perfectly positioned in a waterfront community, the 1762 square foot residence is a true standout. 1.5 designer bathrooms and a 0.6-acre lot create an unparalleled living experience. Be captivated by remarkable features including high-end appliances, hardwood floors, energy-efficient systems. An exceptional opportunity at $417,900.0."
278200.0,2,1.0,1351,0.1,"['functional storage', 'nice appliances', 'hardwood floors', 'energy-efficient windows', 'modern lighting', 'updated kitchen']","A rare find has arrived! This beautiful 2-bedroom residence redefines home living. Commanding a prime location in a scenic enclave, the 1351 square foot layout is pure inspiration. 1 carefully designed bathrooms and a 0.1-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as hardwood floors, nice appliances, functional storage, modern lighting. An unbelievable value at $278,200.0."
294300.0,2,1.5,1084,0.29,"['ceiling fans', 'functional storage', 'modern lighting', 'updated kitchen', 'energy-efficient windows', 'nice appliances', 'basic landscaping']","Discover a modern 2-bedroom home that truly stands out in this peaceful neighborhood. Spanning 1084 square feet on a 0.3-acre lot, this property offers 1.5 bathrooms and unparalleled charm. Standout features include functional storage, energy-efficient windows, updated kitchen. Priced at $294,300.0, this home represents an extraordinary opportunity for discerning buyers."
198600.0,2,1.5,600,0.11,"['standard windows', 'modest kitchen', 'vinyl siding', 'simple appliances', 'basic lighting']","Welcome to your dream home! This picturesque 2-bedroom residence redefines modern living. With 1.5 meticulously designed bathrooms and 600 square feet of living space, every inch has been carefully considered. The 0.1-acre lot provides ample room for your lifestyle. Highlights include vinyl siding, simple appliances, modest kitchen, basic lighting, standard windows. At $198,600.0, this home is a rare find you won't want to miss."
294400.0,2,1.5,1090,0.13,"['nice appliances', 'modern lighting', 'basic landscaping', 'hardwood floors', 'ceiling fans']","A true gem has arrived! This elegant 2-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a desirable subdivision, the property spans 1090 square feet of pure inspiration. 1.5 bathrooms provide both luxury and practicality on a 0.1-acre canvas. Distinguished by ceiling fans, nice appliances, basic landscaping, this home transcends ordinary expectations. Incredibly priced at $294,400.0, opportunity knocks."
264200.0,3,2.0,1278,0.18,"['hardwood floors', 'basic landscaping', 'updated kitchen', 'nice appliances', 'functional storage']","Prepare to be amazed by this serene 3-bedroom masterpiece. Anchored in a sought-after community, the 1278 square foot home is a testament to sophisticated living. 2 luxurious bathrooms complement the expansive 0.2-acre property. Experience the extraordinary with features like basic landscaping, hardwood floors, nice appliances, functional storage. Sensationally priced at $264,200.0."
337400.0,3,1.5,1156,0.1,"['basic landscaping', 'functional storage', 'updated kitchen', 'nice appliances', 'energy-efficient windows']","Discover a inviting 3-bedroom home that truly stands out in this waterfront community. Spanning 1156 square feet on a 0.1-acre lot, this property offers 1.5 bathrooms and unparalleled charm. Standout features include updated kitchen, nice appliances, functional storage, energy-efficient windows, basic landscaping. Priced at $337,400.0, this home represents an extraordinary opportunity for discerning buyers."
213000.0,3,1.5,1236,0.12,"['updated kitchen', 'ceiling fans', 'basic landscaping', 'hardwood floors', 'energy-efficient windows', 'modern lighting', 'functional storage']","Introducing a home that checks every box! This breathtaking 3-bedroom property is a true showstopper. Perfectly situated in a peaceful neighborhood, the 1236 square foot home is a work of art. 1.5 stunning bathrooms grace this 0.1-acre estate. Fall in love with unique features like functional storage, updated kitchen, modern lighting, basic landscaping. Remarkably accessible at $213,000.0."
365000.0,3,2.0,1595,0.1,"['designer windows', 'high-end appliances', 'spa-like bathrooms', 'smart home features', 'gourmet kitchen', 'walk-in closets', 'custom lighting']","Experience luxury reimagined in this elegant 3-bedroom marvel. Situated in a suburban retreat, the 1595 square foot floor plan maximizes both style and function. Featuring 2 bathrooms and a sprawling 0.1-acre setting, every detail has been meticulously crafted. Standout characteristics include high-end appliances, smart home features, gourmet kitchen. Your lifestyle upgrade awaits at $365,000.0."
547500.0,4,2.0,2231,0.25,"['hardwood floors', 'walk-in closets', 'outdoor living spaces', 'energy-efficient systems', 'smart home features', 'spa-like bathrooms', 'designer windows', 'custom lighting', 'gourmet kitchen', 'professional landscaping']","Prepare to be amazed by this pristine 4-bedroom masterpiece. Anchored in a up-and-coming area, the 2231 square foot home is a testament to sophisticated living. 2 luxurious bathrooms complement the expansive 0.2-acre property. Experience the extraordinary with features like smart home features, hardwood floors, walk-in closets. Sensationally priced at $547,500.0."
283900.0,3,2.0,1223,0.1,"['basic landscaping', 'functional storage', 'energy-efficient windows', 'ceiling fans', 'modern lighting', 'updated kitchen']","Your search for perfection ends here! This sophisticated 3-bedroom home is a cut above the rest. Nestled in a peaceful neighborhood, the 1223 square foot layout defines modern living. With 2 impeccable bathrooms spread across a 0.1-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like modern lighting, basic landscaping, functional storage, updated kitchen. Priced to sell at $283,900.0."
348300.0,3,2.0,1308,0.28,"['energy-efficient windows', 'functional storage', 'basic landscaping', 'nice appliances', 'modern lighting']","Welcome to your dream home! This pristine 3-bedroom residence redefines modern living. With 2 meticulously designed bathrooms and 1308 square feet of living space, every inch has been carefully considered. The 0.3-acre lot provides ample room for your lifestyle. Highlights include energy-efficient windows, basic landscaping, functional storage. At $348,300.0, this home is a rare find you won't want to miss."
390800.0,4,2.5,1958,0.11,"['professional landscaping', 'smart home features', 'energy-efficient systems', 'designer windows', 'gourmet kitchen', 'hardwood floors', 'custom lighting', 'high-end appliances']","Luxury meets functionality in this charming 4-bedroom treasure. Nestled in a tree-lined street, the 1958 square foot home is a masterpiece of modern design. 2.5 impeccable bathrooms adorn this 0.1-acre paradise. Discover living at its finest with features like smart home features, professional landscaping, custom lighting, hardwood floors, designer windows. Priced to impress at $390,800.0."
252600.0,3,1.5,1168,0.32,"['modern lighting', 'updated kitchen', 'functional storage', 'basic landscaping', 'nice appliances', 'ceiling fans']","Introducing a home that checks every box! This contemporary 3-bedroom property is a true showstopper. Perfectly situated in a desirable subdivision, the 1168 square foot home is a work of art. 1.5 stunning bathrooms grace this 0.3-acre estate. Fall in love with unique features like basic landscaping, nice appliances, ceiling fans, updated kitchen. Remarkably accessible at $252,600.0."
324400.0,4,2.0,1591,0.12,"['hardwood floors', 'updated kitchen', 'modern lighting', 'energy-efficient windows', 'basic landscaping', 'functional storage', 'ceiling fans', 'nice appliances']","Prepare to be impressed by this delightful home that seamlessly blends comfort and style. Boasting 4 bedrooms, 2 bathrooms, and 1591 square feet of thoughtfully designed space, this waterfront community property sits on a 0.1-acre lot that promises privacy and potential. Unique features such as basic landscaping, functional storage, ceiling fans set this home apart. Offered at $324,400.0, this is an investment in your future."
